"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","C2021_CARS_5","C2021_CARS_5_NAME","C2021_CARS_5_CODE","C2021_CARS_5_TYPE","C2021_CARS_5_TYPECODE","C2021_CARS_5_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2021","2021","2021","date",0,0,"E02000012","Barking and Dagenham 011","E02000012","2021 super output areas - middle layer",152,10,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",23.4,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534219d1d20301",10,1002
"2021","2021","2021","date",0,0,"E02000013","Barking and Dagenham 012","E02000013","2021 super output areas - middle layer",152,11,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",34.2,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534220d1d20301",11,1002
"2021","2021","2021","date",0,0,"E02000014","Barking and Dagenham 013","E02000014","2021 super output areas - middle layer",152,12,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",34.5,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534221d1d20301",12,1002
"2021","2021","2021","date",0,0,"E02000015","Barking and Dagenham 014","E02000015","2021 super output areas - middle layer",152,13,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",39.0,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534222d1d20301",13,1002
"2021","2021","2021","date",0,0,"E02000016","Barking and Dagenham 015","E02000016","2021 super output areas - middle layer",152,14,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",60.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534223d1d20301",14,1002
"2021","2021","2021","date",0,0,"E02000017","Barking and Dagenham 016","E02000017","2021 super output areas - middle layer",152,15,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",40.7,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534224d1d20301",15,1002
"2021","2021","2021","date",0,0,"E02000018","Barking and Dagenham 017","E02000018","2021 super output areas - middle layer",152,16,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",35.2,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534225d1d20301",16,1002
"2021","2021","2021","date",0,0,"E02000019","Barking and Dagenham 018","E02000019","2021 super output areas - middle layer",152,17,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",31.2,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534226d1d20301",17,1002
"2021","2021","2021","date",0,0,"E02000020","Barking and Dagenham 019","E02000020","2021 super output areas - middle layer",152,18,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",35.0,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534227d1d20301",18,1002
"2021","2021","2021","date",0,0,"E02000021","Barking and Dagenham 020","E02000021","2021 super output areas - middle layer",152,19,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",33.3,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534228d1d20301",19,1002
"2021","2021","2021","date",0,0,"E02000022","Barking and Dagenham 021","E02000022","2021 super output areas - middle layer",152,20,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",48.2,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534229d1d20301",20,1002
"2021","2021","2021","date",0,0,"E02000023","Barking and Dagenham 022","E02000023","2021 super output areas - middle layer",152,21,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",37.5,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534230d1d20301",21,1002
"2021","2021","2021","date",0,0,"E02006799","Barking and Dagenham 023","E02006799","2021 super output areas - middle layer",152,22,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",29.2,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637540756d1d20301",22,1002
"2021","2021","2021","date",0,0,"E02000024","Barnet 001","E02000024","2021 super output areas - middle layer",152,23,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",24.3,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534231d1d20301",23,1002
"2021","2021","2021","date",0,0,"E02000025","Barnet 002","E02000025","2021 super output areas - middle layer",152,24,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",25.9,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534232d1d20301",24,1002
"2021","2021","2021","date",0,0,"E02000026","Barnet 003","E02000026","2021 super output areas - middle layer",152,25,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",14.9,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534233d1d20301",25,1002
"2021","2021","2021","date",0,0,"E02000027","Barnet 004","E02000027","2021 super output areas - middle layer",152,26,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",26.4,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534234d1d20301",26,1002
"2021","2021","2021","date",0,0,"E02000028","Barnet 005","E02000028","2021 super output areas - middle layer",152,27,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",22.7,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534235d1d20301",27,1002
"2021","2021","2021","date",0,0,"E02000029","Barnet 006","E02000029","2021 super output areas - middle layer",152,28,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",25.5,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534236d1d20301",28,1002
"2021","2021","2021","date",0,0,"E02000030","Barnet 007","E02000030","2021 super output areas - middle layer",152,29,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",13.0,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534237d1d20301",29,1002
"2021","2021","2021","date",0,0,"E02000031","Barnet 008","E02000031","2021 super output areas - middle layer",152,30,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",21.4,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534238d1d20301",30,1002
"2021","2021","2021","date",0,0,"E02000032","Barnet 009","E02000032","2021 super output areas - middle layer",152,31,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",13.7,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534239d1d20301",31,1002
"2021","2021","2021","date",0,0,"E02000033","Barnet 010","E02000033","2021 super output areas - middle layer",152,32,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",25.3,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534240d1d20301",32,1002
"2021","2021","2021","date",0,0,"E02000034","Barnet 011","E02000034","2021 super output areas - middle layer",152,33,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",26.7,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534241d1d20301",33,1002
"2021","2021","2021","date",0,0,"E02000035","Barnet 012","E02000035","2021 super output areas - middle layer",152,34,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",31.1,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534242d1d20301",34,1002
"2021","2021","2021","date",0,0,"E02000036","Barnet 013","E02000036","2021 super output areas - middle layer",152,35,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",20.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534243d1d20301",35,1002
"2021","2021","2021","date",0,0,"E02000037","Barnet 014","E02000037","2021 super output areas - middle layer",152,36,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",16.9,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534244d1d20301",36,1002
"2021","2021","2021","date",0,0,"E02000038","Barnet 015","E02000038","2021 super output areas - middle layer",152,37,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",26.0,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534245d1d20301",37,1002
"2021","2021","2021","date",0,0,"E02000039","Barnet 016","E02000039","2021 super output areas - middle layer",152,38,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",18.3,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534246d1d20301",38,1002
"2021","2021","2021","date",0,0,"E02000040","Barnet 017","E02000040","2021 super output areas - middle layer",152,39,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",22.1,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534247d1d20301",39,1002
"2021","2021","2021","date",0,0,"E02000041","Barnet 018","E02000041","2021 super output areas - middle layer",152,40,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",29.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534248d1d20301",40,1002
"2021","2021","2021","date",0,0,"E02000042","Barnet 019","E02000042","2021 super output areas - middle layer",152,41,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",38.8,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534249d1d20301",41,1002
"2021","2021","2021","date",0,0,"E02000043","Barnet 020","E02000043","2021 super output areas - middle layer",152,42,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",18.5,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534250d1d20301",42,1002
"2021","2021","2021","date",0,0,"E02000044","Barnet 021","E02000044","2021 super output areas - middle layer",152,43,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",28.4,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534251d1d20301",43,1002
"2021","2021","2021","date",0,0,"E02000045","Barnet 022","E02000045","2021 super output areas - middle layer",152,44,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",34.4,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534252d1d20301",44,1002
"2021","2021","2021","date",0,0,"E02000046","Barnet 023","E02000046","2021 super output areas - middle layer",152,45,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",37.1,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534253d1d20301",45,1002
"2021","2021","2021","date",0,0,"E02000047","Barnet 024","E02000047","2021 super output areas - middle layer",152,46,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",35.9,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534254d1d20301",46,1002
"2021","2021","2021","date",0,0,"E02000048","Barnet 025","E02000048","2021 super output areas - middle layer",152,47,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",19.2,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534255d1d20301",47,1002
"2021","2021","2021","date",0,0,"E02000049","Barnet 026","E02000049","2021 super output areas - middle layer",152,48,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",38.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534256d1d20301",48,1002
"2021","2021","2021","date",0,0,"E02000050","Barnet 027","E02000050","2021 super output areas - middle layer",152,49,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",33.4,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534257d1d20301",49,1002
"2021","2021","2021","date",0,0,"E02000051","Barnet 028","E02000051","2021 super output areas - middle layer",152,50,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",29.0,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534258d1d20301",50,1002
"2021","2021","2021","date",0,0,"E02000052","Barnet 029","E02000052","2021 super output areas - middle layer",152,51,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",36.8,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534259d1d20301",51,1002
"2021","2021","2021","date",0,0,"E02000054","Barnet 031","E02000054","2021 super output areas - middle layer",152,52,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",31.2,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534260d1d20301",52,1002
"2021","2021","2021","date",0,0,"E02000055","Barnet 032","E02000055","2021 super output areas - middle layer",152,53,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",40.9,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534261d1d20301",53,1002
"2021","2021","2021","date",0,0,"E02000056","Barnet 033","E02000056","2021 super output areas - middle layer",152,54,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",19.3,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534262d1d20301",54,1002
"2021","2021","2021","date",0,0,"E02000057","Barnet 034","E02000057","2021 super output areas - middle layer",152,55,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",31.7,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534263d1d20301",55,1002
"2021","2021","2021","date",0,0,"E02000058","Barnet 035","E02000058","2021 super output areas - middle layer",152,56,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",31.9,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534264d1d20301",56,1002
"2021","2021","2021","date",0,0,"E02000059","Barnet 036","E02000059","2021 super output areas - middle layer",152,57,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",39.8,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534265d1d20301",57,1002
"2021","2021","2021","date",0,0,"E02000060","Barnet 037","E02000060","2021 super output areas - middle layer",152,58,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",32.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534266d1d20301",58,1002
"2021","2021","2021","date",0,0,"E02000061","Barnet 038","E02000061","2021 super output areas - middle layer",152,59,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",41.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534267d1d20301",59,1002
"2021","2021","2021","date",0,0,"E02000062","Barnet 039","E02000062","2021 super output areas - middle layer",152,60,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",46.7,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534268d1d20301",60,1002
"2021","2021","2021","date",0,0,"E02000063","Barnet 040","E02000063","2021 super output areas - middle layer",152,61,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",36.7,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534269d1d20301",61,1002
"2021","2021","2021","date",0,0,"E02000064","Barnet 041","E02000064","2021 super output areas - middle layer",152,62,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",46.1,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534270d1d20301",62,1002
"2021","2021","2021","date",0,0,"E02006953","Barnet 042","E02006953","2021 super output areas - middle layer",152,63,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",47.9,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637540904d1d20301",63,1002
"2021","2021","2021","date",0,0,"E02006954","Barnet 043","E02006954","2021 super output areas - middle layer",152,64,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",40.9,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637540905d1d20301",64,1002
"2021","2021","2021","date",0,0,"E02000065","Bexley 001","E02000065","2021 super output areas - middle layer",152,65,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",34.2,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534271d1d20301",65,1002
"2021","2021","2021","date",0,0,"E02000066","Bexley 002","E02000066","2021 super output areas - middle layer",152,66,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",39.9,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534272d1d20301",66,1002
"2021","2021","2021","date",0,0,"E02000067","Bexley 003","E02000067","2021 super output areas - middle layer",152,67,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",31.7,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534273d1d20301",67,1002
"2021","2021","2021","date",0,0,"E02000068","Bexley 004","E02000068","2021 super output areas - middle layer",152,68,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",36.5,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534274d1d20301",68,1002
"2021","2021","2021","date",0,0,"E02000069","Bexley 005","E02000069","2021 super output areas - middle layer",152,69,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",25.4,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534275d1d20301",69,1002
"2021","2021","2021","date",0,0,"E02000070","Bexley 006","E02000070","2021 super output areas - middle layer",152,70,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",18.7,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534276d1d20301",70,1002
"2021","2021","2021","date",0,0,"E02000071","Bexley 007","E02000071","2021 super output areas - middle layer",152,71,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",21.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534277d1d20301",71,1002
"2021","2021","2021","date",0,0,"E02000072","Bexley 008","E02000072","2021 super output areas - middle layer",152,72,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",29.9,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534278d1d20301",72,1002
"2021","2021","2021","date",0,0,"E02000073","Bexley 009","E02000073","2021 super output areas - middle layer",152,73,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",14.8,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534279d1d20301",73,1002
"2021","2021","2021","date",0,0,"E02000074","Bexley 010","E02000074","2021 super output areas - middle layer",152,74,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",26.5,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534280d1d20301",74,1002
"2021","2021","2021","date",0,0,"E02000075","Bexley 011","E02000075","2021 super output areas - middle layer",152,75,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",16.0,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534281d1d20301",75,1002
"2021","2021","2021","date",0,0,"E02000077","Bexley 013","E02000077","2021 super output areas - middle layer",152,76,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",19.3,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534282d1d20301",76,1002
"2021","2021","2021","date",0,0,"E02000078","Bexley 014","E02000078","2021 super output areas - middle layer",152,77,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",15.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534283d1d20301",77,1002
"2021","2021","2021","date",0,0,"E02000079","Bexley 015","E02000079","2021 super output areas - middle layer",152,78,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",27.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534284d1d20301",78,1002
"2021","2021","2021","date",0,0,"E02000080","Bexley 016","E02000080","2021 super output areas - middle layer",152,79,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",20.8,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534285d1d20301",79,1002
"2021","2021","2021","date",0,0,"E02000081","Bexley 017","E02000081","2021 super output areas - middle layer",152,80,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",21.5,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534286d1d20301",80,1002
"2021","2021","2021","date",0,0,"E02000082","Bexley 018","E02000082","2021 super output areas - middle layer",152,81,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",15.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534287d1d20301",81,1002
"2021","2021","2021","date",0,0,"E02000083","Bexley 019","E02000083","2021 super output areas - middle layer",152,82,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",21.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534288d1d20301",82,1002
"2021","2021","2021","date",0,0,"E02000084","Bexley 020","E02000084","2021 super output areas - middle layer",152,83,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",14.1,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534289d1d20301",83,1002
"2021","2021","2021","date",0,0,"E02000085","Bexley 021","E02000085","2021 super output areas - middle layer",152,84,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",16.2,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534290d1d20301",84,1002
"2021","2021","2021","date",0,0,"E02000086","Bexley 022","E02000086","2021 super output areas - middle layer",152,85,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",12.6,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534291d1d20301",85,1002
"2021","2021","2021","date",0,0,"E02000087","Bexley 023","E02000087","2021 super output areas - middle layer",152,86,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",15.4,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534292d1d20301",86,1002
"2021","2021","2021","date",0,0,"E02000088","Bexley 024","E02000088","2021 super output areas - middle layer",152,87,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",13.2,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534293d1d20301",87,1002
"2021","2021","2021","date",0,0,"E02000089","Bexley 025","E02000089","2021 super output areas - middle layer",152,88,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",13.1,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534294d1d20301",88,1002
"2021","2021","2021","date",0,0,"E02000090","Bexley 026","E02000090","2021 super output areas - middle layer",152,89,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",26.7,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534295d1d20301",89,1002
"2021","2021","2021","date",0,0,"E02000091","Bexley 027","E02000091","2021 super output areas - middle layer",152,90,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",24.8,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534296d1d20301",90,1002
"2021","2021","2021","date",0,0,"E02000092","Bexley 028","E02000092","2021 super output areas - middle layer",152,91,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",24.2,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534297d1d20301",91,1002
"2021","2021","2021","date",0,0,"E02006785","Bexley 029","E02006785","2021 super output areas - middle layer",152,92,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",22.4,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637540743d1d20301",92,1002
"2021","2021","2021","date",0,0,"E02000093","Brent 001","E02000093","2021 super output areas - middle layer",152,93,"1","No cars or vans in household","_0","Number of cars or vans",1000000,0,"20301","Percent",24.8,"A","Normal Value","F","Free (free for publication)","Nm-2063d1d32336e0d637534298d1d20301",93,1002
